School_code|AgeID|School_name|Street|Town_suburb|Postcode|Phone|School_Email|Fax|Student_number|Indigenous_pct|LBOTE_pct|ICSEA_value|Level_of_schooling|Selective_school|Opportunity_class|School_specialty_type|School_subtype|Support_classes|Preschool_ind|Distance_education|Intensive_english_centre|School_gender|Late_opening_school|Date_1st_teacher|LGA|Electorate|Fed_electorate|Operational_directorate|Principal_network|FACS_district|Local_health_district|AECG_region|ASGS_remoteness|Latitude|Longitude|Assets unit|Date_extracted
1150|10975|Bathurst Public School|George St|Bathurst |2795|6331 3923|bathurst-p.school@det.nsw.edu.au|6332 2305|562.0|10.0|11.0|972|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1853-02-01|Bathurst Regional (A)|Bathurst|Calare|Wagga Wagga|Bathurst|Murrumbidgee, Far West & Western NSW|Western NSW|Western 1|Inner Regional Australia|-33.420942|149.570615|North Western NSW|2017-11-03
1152|6415|Batlow Technology School|Pioneer St|Batlow |2730|6949 1208|batlow-c.school@det.nsw.edu.au|6949 1666|116.8|10.0|6.0|927|Central/Community School|Not Selective|N|Comprehensive|Kinder to Year 12||N|N|N|Coed|N|1868-01-01|Tumut Shire (A)|Wagga Wagga|Eden-Monaro|Wagga Wagga|Albury|Murrumbidgee, Far West & Western NSW|Murrumbidgee|Riverina 1|Outer Regional Australia|-35.523007|148.146548|Southern NSW|2017-11-03
1160|10522|Beckom Public School|Welman St|Beckom |2665|6978 2314|beckom-p.school@det.nsw.edu.au|6978 2342|12.0|0.0|0.0|953|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1911-04-01|Coolamon (A)|Cootamundra|Riverina|Wagga Wagga|Griffith|Murrumbidgee, Far West & Western NSW|Murrumbidgee|Riverina 1 |Outer Regional Australia|-34.327211|146.962928|Southern NSW|2017-11-03
1164|11098|Bedgerebong Public School|North Condobolin Rd|Bedgerebong |2871|6857 1185|bedgerebon-p.school@det.nsw.edu.au|6857 1118|48.0|15.0|np|920|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1876-01-01|Forbes (A)|Orange|Riverina|Wagga Wagga|Lachlan|Murrumbidgee, Far West & Western NSW|Western NSW|Western 1|Outer Regional Australia|-33.361353|147.679318|North Western NSW|2017-11-03
1165|9643|Beechwood Public School|614 Beechwood Road|Wauchope |2446|6585 6136|beechwood-p.school@det.nsw.edu.au|6585 6000|139.0|12.0|6.0|978|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1869-08-01|Port Macquarie-Hastings (A)|Oxley|Lyne|Tamworth|Hastings|Mid North Coast & Northern NSW|Mid North Coast|Lower North Coast|Inner Regional Australia|-31.435535|152.68094|North Coast|2017-11-03
1166|7758|Beecroft Public School|98 Beecroft Rd|Beecroft |2119|9484 8844|beecroft-p.school@det.nsw.edu.au|9484 8200|848.0|np|56.0|1185|Primary School|Not Selective|Y|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1897-04-01|Hornsby (A)|Epping|Berowra|Macquarie Park|Dural|South Eastern Sydney, Northern Sydney & Sydney|Northern Sydney|Metropolitan North|Major Cities of Australia|-33.752085|151.06462|Northern Sydney|2017-11-03
1167|10539|Beelbangera Public School|Rankins Springs Rd|Beelbangera |2680|6963 5368|beelbanger-p.school@det.nsw.edu.au|6963 5506|183.0|5.0|17.0|996|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1922-05-01|Griffith (C)|Murray|Farrer|Wagga Wagga|Griffith|Murrumbidgee, Far West & Western NSW|Murrumbidgee|Riverina 1 |Outer Regional Australia|-34.252836|146.101067|Southern NSW|2017-11-03
1168|10183|Bega Valley Public School|27 Auckland St|Bega |2550|6492 1280|bega-p.school@det.nsw.edu.au|6492 3965|336.0|16.0|2.0|919|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1860-01-01|Bega Valley (A)|Bega|Eden-Monaro|Wagga Wagga|Far South Coast|Illawarra Shoalhaven & Southern NSW|Southern NSW|Lower South Coast|Outer Regional Australia|-36.670545|149.839095|Southern NSW|2017-11-03
1175|9496|Bellata Public School|Gurley St|Bellata |2397|6793 7514|bellata-p.school@det.nsw.edu.au|6793 7462|22.0|27.0|0.0|888|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|Y|1899-03-01|Narrabri (A)|Barwon|Parkes|Tamworth|Barwon|Hunter New England & Central Coast|Hunter New England|North Western 1|Outer Regional Australia|-29.918659|149.796216|North Western NSW|2017-11-03
1177|9208|Bellbird Public School|Doyle St|Bellbird |2325|4990 2331|bellbird-p.school@det.nsw.edu.au|4991 1973|240.0|13.0|np|927|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1913-10-01|Cessnock (C)|Cessnock|Hunter|Tamworth|Hunter|Hunter New England & Central Coast|Hunter New England|Hunter|Inner Regional Australia|-32.859421|151.316705|Hunter/Central Coast|2017-11-03
1178|9608|Bellbrook Public School|Main St|Bellbrook|2440|6567 2049|bellbrook-p.school@det.nsw.edu.au|6567 2113|22.0|73.0|np|841|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1883-02-01|Kempsey (A)|Oxley|Cowper|Tamworth|Mid North Coast|Mid North Coast & Northern NSW|Mid North Coast|Lower North Coast|Outer Regional Australia|-30.819094|152.508698|North Coast|2017-11-03
1179|5338|Bellevue Hill Public School|Victoria Rd|Bellevue Hill |2023|9389 3928|bellevuehi-p.school@det.nsw.edu.au|9369 4651|619.0|np|58.0|1152|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1925-05-01|Woollahra (A)|Vaucluse|Wentworth|Ultimo|Port Jackson|South Eastern Sydney, Northern Sydney & Sydney|South Eastern Sydney|Metropolitan East|Major Cities of Australia|-33.886986|151.259785|Sydney|2017-11-03
1181|9676|Bellingen Public School|William St|Bellingen |2454|6655 1147|bellingen-p.school@det.nsw.edu.au|6655 2615|383.0|10.0|5.0|1001|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1870-09-01|Bellingen (A)|Oxley|Cowper|Tamworth|Mid North Coast|Mid North Coast & Northern NSW|Mid North Coast|Lower North Coast|Outer Regional Australia|-30.45349|152.891887|North Coast|2017-11-03
1182|9335|Belltrees Public School|Moonan Flat Rd|Belltrees |2337|6546 1148|belltrees-p.school@det.nsw.edu.au|6546 1110|13.0|0.0|np|959|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1876-05-01|Upper Hunter Shire (A)|Upper Hunter|New England|Tamworth|Wollemi|Hunter New England & Central Coast|Hunter New England|Hunter|Outer Regional Australia|-31.988753|151.129487|Hunter/Central Coast|2017-11-03
1183|17401|Belmont Public School|Livingstone St|Belmont |2280|4945 4858|belmont-p.school@det.nsw.edu.au|4947 7823|307.0|13.0|6.0|940|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1874-02-01|Lake Macquarie (C)|Swansea|Shortland|Tamworth|Lake Macquarie East|Hunter New England & Central Coast|Hunter New England|Hunter|Major Cities of Australia|-33.030134|151.662203|Hunter/Central Coast|2017-11-03
1185|8559|Belmore North Public School|Burwood Rd|Belmore |2192|9750 0652|belmorenth-p.school@det.nsw.edu.au|9758 1109|320.0|np|88.0|948|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1903-11-01|Canterbury (C)|Canterbury|Watson|Ultimo|Canterbury|South Eastern Sydney, Northern Sydney & Sydney|Sydney|Metropolitan South West|Major Cities of Australia|-33.909885|151.084885|South Western Sydney|2017-11-03
1186|8560|Belmore South Public School|Nelson Ave & Canterbury Rd|Belmore |2192|9759 4388|belmoresth-p.school@det.nsw.edu.au|9740 4323|283.0|4.0|89.0|971|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1862-01-01|Canterbury (C)|Canterbury|Watson|Ultimo|Canterbury|South Eastern Sydney, Northern Sydney & Sydney|Sydney|Metropolitan South West|Major Cities of Australia|-33.925735|151.091985|South Western Sydney|2017-11-03
1189|10185|Bemboka Public School|Kameruka St|Bemboka |2550|6493 0229|bemboka-p.school@det.nsw.edu.au|6493 0452|52.0|15.0|np|958|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1871-08-01|Bega Valley (A)|Bega|Eden-Monaro|Wagga Wagga|Far South Coast|Illawarra Shoalhaven & Southern NSW|Southern NSW|Lower South Coast|Outer Regional Australia|-36.631309|149.571075|Southern NSW|2017-11-03
1191|9380|Bendemeer Public School|Charles St|Bendemeer |2355|6769 6532|bendemeer-p.school@det.nsw.edu.au|6769 6400|26.0|27.0|np|932|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1860-02-01|Tamworth Regional (A)|Tamworth|New England|Tamworth|Tamworth|Hunter New England & Central Coast|Hunter New England|North Western 2|Outer Regional Australia|-30.886984|151.150991|North Western NSW|2017-11-03
1196|9414|Ben Lomond Public School|Inn Rd|Ben Lomond |2365|6733 2001|benlomond-p.school@det.nsw.edu.au|6733 2104|6.0|0.0|np|958|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1885-06-01|Guyra (A)|Northern Tablelands|New England|Tamworth|Northern Tablelands|Hunter New England & Central Coast|Hunter New England|North Western 2|Outer Regional Australia|-30.017024|151.661287|North Western NSW|2017-11-03
1198|9374|Ben Venue Public School|Erskine St|Armidale |2350|6772 4263|benvenue-p.school@det.nsw.edu.au|6771 2037|547.0|13.0|15.0|1027|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1900-04-01|Armidale Dumaresq (A)|Northern Tablelands|New England|Tamworth|Northern Tablelands|Hunter New England & Central Coast|Hunter New England|North Western 2|Inner Regional Australia|-30.502884|151.67462|North Western NSW|2017-11-03
1199|5498|Berala Public School|Harrow Rd|Berala|2141|9649 7146|berala-p.school@det.nsw.edu.au|9749 2298|869.0|1.0|95.0|988|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1922-01-01|Auburn (C)|Auburn|Blaxland|Ultimo|Strathfield|Western Sydney & Nepean Blue Mountains|Western Sydney|Metropolitan South West|Major Cities of Australia|-33.869714|151.028244|South Western Sydney|2017-11-03
1201|9183|Beresfield Public School|Cnr Anderson Dr & Lawson Ave|Beresfield|2322|4966 1146|beresfield-p.school@det.nsw.edu.au|4966 2492|278.0|9.0|3.0|926|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1883-01-01|Newcastle (C)|Wallsend|Paterson|Tamworth|Maitland|Hunter New England & Central Coast|Hunter New England|Hunter|Major Cities of Australia|-32.803964|151.654863|Hunter/Central Coast|2017-11-03
1202|9969|Berkeley Public School|George St|Berkeley |2506|4271 1171|berkeley-p.school@det.nsw.edu.au|4271 4304|334.0|16.0|27.0|922|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1858-01-01|Wollongong (C)|Wollongong|Whitlam|Wagga Wagga|Wollongong|Illawarra Shoalhaven & Southern NSW|Illawarra Shoalhaven|Upper South Coast|Major Cities of Australia|-34.480214|150.856493|Southern NSW|2017-11-03
1203|8706|Berkeley Vale Public School|Pindarri Ave|Berkeley Vale |2259|4388 1796|berkeleyva-p.school@det.nsw.edu.au|4389 1178|752.0|8.0|6.0|983|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1915-10-01|Wyong (A)|The Entrance|Dobell|Macquarie Park|Wyong|Hunter New England & Central Coast|Central Coast|Central Coast|Major Cities of Australia|-33.350515|151.435888|Hunter/Central Coast|2017-11-03
1204|10178|Bermagui Public School|George St|Bermagui |2546|6493 4271|bermagui-p.school@det.nsw.edu.au|6493 4425|168.0|14.0|8.0|950|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1876-10-01|Bega Valley (A)|Bega|Eden-Monaro|Wagga Wagga|Far South Coast|Illawarra Shoalhaven & Southern NSW|Southern NSW|Lower South Coast|Outer Regional Australia|-36.420776|150.063625|Southern NSW|2017-11-03
1205|7676|Berowra Public School|Hillcrest Rd|Berowra|2081|9456 1319|berowra-p.school@det.nsw.edu.au|9456 3375|403.0|0.0|11.0|1098|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1894-11-01|Hornsby (A)|Hornsby|Berowra|Macquarie Park|Hornsby|South Eastern Sydney, Northern Sydney & Sydney|Northern Sydney|Metropolitan North|Major Cities of Australia|-33.618522|151.148996|Northern Sydney|2017-11-03
1206|10424|Berridale Public School|Oliver St|Berridale |2628|6456 3228|berridale-p.school@det.nsw.edu.au|6456 3429|63.0|np|np|979|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1883-04-01|Snowy River (A)|Monaro|Eden-Monaro|Wagga Wagga|Queanbeyan|Illawarra Shoalhaven & Southern NSW|Southern NSW|Lower South Coast|Outer Regional Australia|-36.371444|148.827209|Southern NSW|2017-11-03
1207|10636|Berrigan Public School|25-29 Momalong St|Berrigan |2712|03 5885 2209|berrigan-p.school@det.nsw.edu.au|03 5885 2661|84.0|np|0.0|959|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1891-10-01|Berrigan (A)|Murray|Farrer|Wagga Wagga|Deniliquin|Murrumbidgee, Far West & Western NSW|Murrumbidgee|Riverina 2 |Outer Regional Australia|-35.659667|145.815664|Southern NSW|2017-11-03
1209|10244|Berrima Public School|Oxley St|Berrima |2577|4877 1262|berrima-p.school@det.nsw.edu.au|4877 1041|142.0|4.0|6.0|1031|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1855-10-01|Wingecarribee (A)|Goulburn|Whitlam|Ultimo|Wollondilly|South Western Sydney|South Western Sydney|Upper South Coast|Inner Regional Australia|-34.485882|150.340775|Southern NSW|2017-11-03
1211|10052|Berry Public School|Victoria St|Berry |2535|4464 1158|berry-p.school@det.nsw.edu.au|4464 1664|339.0|2.0|8.0|1074|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1860-06-01|Shoalhaven (C)|Kiama|Gilmore|Wagga Wagga|South Coast|Illawarra Shoalhaven & Southern NSW|Illawarra Shoalhaven|Upper South Coast|Inner Regional Australia|-34.778317|150.689706|Southern NSW|2017-11-03
1215|8601|Beverly Hills Public School|Stoney Ck & King Georges Rds|Beverly Hills|2209|9580 5074|beverlyhi-p.school@det.nsw.edu.au|9580 7052|545.0|np|82.0|1043|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1892-04-01|Hurstville (C)|Kogarah|Barton|Ultimo|Canterbury|South Eastern Sydney, Northern Sydney & Sydney|South Eastern Sydney|Metropolitan East|Major Cities of Australia|-33.953449|151.085209|Sydney|2017-11-03
1217|9778|Bexhill Public School|12 Withers St|Bexhill|2480|6628 4223|bexhill-p.school@det.nsw.edu.au|6628 4248|102.0|7.0|8.0|1053|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1882-01-01|Lismore (C)|Lismore|Page|Tamworth|Lismore|Mid North Coast & Northern NSW|Northern NSW|Upper North Coast|Inner Regional Australia|-28.766026|153.345835|North Coast|2017-11-03
1223|10416|Bigga Public School|Blackman St|Bigga |2583|4835 2236|bigga-p.school@det.nsw.edu.au|4835 2246|11.0|0.0|0.0|980|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1884-03-01|Upper Lachlan Shire (A)|Goulburn|Hume|Wagga Wagga|Southern Tablelands|Illawarra Shoalhaven & Southern NSW|Southern NSW|Western 1 |Outer Regional Australia|-34.0847|149.144602|Southern NSW|2017-11-03
1224|9923|Bilambil Public School|Bilambil Rd|Bilambil |2486|07 5590 7210|bilambil-p.school@det.nsw.edu.au|07 5590 7075|323.0|7.0|8.0|980|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1898-09-01|Tweed (A)|Tweed|Richmond|Tamworth|Tweed|Mid North Coast & Northern NSW|Northern NSW|Upper North Coast|Major Cities of Australia|-28.223742|153.468431|North Coast|2017-11-03
1227|14695|Ocean Shores Public School|166 Shara Boulevarde|Ocean Shores|2483|6680 2766|oceanshore-p.school@det.nsw.edu.au|6680 2764|355.0|3.0|15.0|1058|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1893-08-01|Byron (A)|Ballina|Richmond|Tamworth|Lismore|Mid North Coast & Northern NSW|Northern NSW|Upper North Coast|Inner Regional Australia|-28.491203|153.540337|North Coast|2017-11-03
1228|10761|Bilpin Public School|Bells Line of Road|Bilpin |2758|4567 1154|bilpin-p.school@det.nsw.edu.au|4567 1388|64.0|np|np|1027|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1927-02-01|Hawkesbury (C)|Hawkesbury|Macquarie|Macquarie Park|Hawkesbury|Western Sydney & Nepean Blue Mountains|Nepean Blue Mountains|Metropolitan West|Inner Regional Australia|-33.497331|150.516765|Western Sydney|2017-11-03
1230|10282|Binalong Public School|Dickinson Street|Binalong|2584|6227 4381|binalong-p.school@det.nsw.edu.au|6227 4380|27.0|0.0|0.0|954|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1861-03-01|Yass Valley (A)|Goulburn|Eden-Monaro|Wagga Wagga|Cootamundra|Illawarra Shoalhaven & Southern NSW|Southern NSW|Riverina 1|Inner Regional Australia|-34.670108|148.625718|Southern NSW|2017-11-03
1231|10417|Binda Public School|Queen St|Binda |2583|4835 6052|binda-p.school@det.nsw.edu.au|4835 6092|15.0|47.0|0.0|852|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1851-05-01|Upper Lachlan Shire (A)|Goulburn|Hume|Wagga Wagga|Southern Tablelands|Illawarra Shoalhaven & Southern NSW|Southern NSW|Western 1 |Outer Regional Australia|-34.331463|149.368114|Southern NSW|2017-11-03
1234|9506|Bingara Central School|Finch St|Bingara |2404|6724 1606|bingara-c.school@det.nsw.edu.au|6724 1927|188.6|23.0|np|927|Central/Community School|Not Selective|N|Comprehensive|Kinder to Year 12||N|N|N|Coed|N|1862-01-01|Gwydir (A)|Northern Tablelands|New England|Tamworth|Barwon|Hunter New England & Central Coast|Hunter New England|North Western 2|Outer Regional Australia|-29.866705|150.56725|North Western NSW|2017-11-03
1237|16165|Binnaway Central School|David St|Binnaway|2395|6844 1606|binnaway-c.school@det.nsw.edu.au|6844 1601|59.0|31.0|np|830|Central/Community School|Not Selective|N|Comprehensive|Kinder to Year 12||N|N|N|Coed|N|1878-07-01|Warrumbungle Shire (A)|Barwon|Parkes|Wagga Wagga|Western Plains|Murrumbidgee, Far West & Western NSW|Western NSW|North Western 1|Outer Regional Australia|-31.552793|149.374951|North Western NSW|2017-11-03
1238|10523|Binya Public School|16 Stephensons Rd|Binya|2665|6968 3221|binya-p.school@det.nsw.edu.au|6968 3206|11.0|np|0.0|1035|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1919-09-01|Narrandera (A)|Cootamundra|Farrer|Wagga Wagga|Griffith|Murrumbidgee, Far West & Western NSW|Murrumbidgee|Riverina 1 |Outer Regional Australia|-34.228678|146.353034|Southern NSW|2017-11-03
1240|5798|Birchgrove Public School|Birchgrove Rd|Balmain |2041|9810 2469|birchgrove-p.school@det.nsw.edu.au|9555 8653|357.0|np|24.0|1156|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||Y|N|N|Coed|N|1885-03-01|Leichhardt (A)|Balmain|Grayndler|Ultimo|Port Jackson|South Eastern Sydney, Northern Sydney & Sydney|Sydney|Metropolitan East|Major Cities of Australia|-33.853009|151.177045|Sydney|2017-11-03
1246|10873|Blackheath Public School|Leichhardt St|Blackheath |2785|4787 8253|blackheath-p.school@det.nsw.edu.au|4787 8320|333.0|3.0|14.0|1070|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1885-07-01|Blue Mountains (C)|Blue Mountains|Macquarie|Macquarie Park|Blue Mountains|Western Sydney & Nepean Blue Mountains|Nepean Blue Mountains|Metropolitan West|Inner Regional Australia|-33.639284|150.285831|Western Sydney|2017-11-03
1247|9186|Black Hill Public School|408 Black Hill Rd|Black Hill |2322|4930 3137|blackhill-p.school@det.nsw.edu.au|4930 3105|104.0|10.0|np|1004|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1881-08-01|Cessnock (C)|Cessnock|Paterson|Tamworth|Maitland|Hunter New England & Central Coast|Hunter New England|Hunter|Major Cities of Australia|-32.838523|151.617131|Hunter/Central Coast|2017-11-03
1249|9415|Black Mountain Public School|815 Black Mountain Rd|Black Mountain |2365|6775 0192|blackmtn-p.school@det.nsw.edu.au|6775 0228|27.0|37.0|0.0|955|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1882-02-01|Guyra (A)|Northern Tablelands|New England|Tamworth|Northern Tablelands|Hunter New England & Central Coast|Hunter New England|North Western 2|Outer Regional Australia|-30.308489|151.657688|North Western NSW|2017-11-03
1252|9362|Blackville Public School|O'Neile St|Blackville |2343|6747 4024|blackville-p.school@det.nsw.edu.au|6747 4100|13.0|46.0|0.0|814|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1876-05-01|Liverpool Plains (A)|Upper Hunter|New England|Tamworth|Wollemi|Hunter New England & Central Coast|Hunter New England|North Western 1|Outer Regional Australia|-31.64044|150.237489|North Western NSW|2017-11-03
